1633433980573219072,0.09789,-0.46613,-0.20671,0.99977,0.01286,0.00146,-0.01703,0.12528,-0.45461,-0.19336,
1633433980673489920,0.10742,-0.53325,-0.23353,0.99975,0.01098,0.00454,-0.01872,0.13059,-0.48137,-0.19857,
1633433980773734144,0.11592,-0.61045,-0.26314,0.99972,0.00814,0.00833,-0.02049,0.13651,-0.51865,-0.20500,
1633433980873976832,0.12377,-0.69517,-0.29677,0.99965,0.00633,0.01263,-0.02233,0.14537,-0.55900,-0.21525,
1633433981007675904,0.13453,-0.81491,-0.34593,0.99949,0.00648,0.01922,-0.02464,0.14917,-0.61071,-0.22882,
1633433981074496000,0.13376,-0.88867,-0.38037,0.99920,0.00894,0.02916,-0.02584,0.15127,-0.64458,-0.24418,
1633433981174772992,0.13553,-0.99995,-0.42986,0.99880,0.01273,0.03830,-0.02771,0.15845,-0.69404,-0.26368,
1633433981275013888,0.14016,-1.12607,-0.48142,0.99872,0.01404,0.03876,-0.02946,0.16394,-0.75408,-0.28252,
1633433981375261184,0.14491,-1.26591,-0.53556,0.99879,0.01312,0.03571,-0.03114,0.17285,-0.82059,-0.30313,
1633433981475537152,0.14956,-1.41264,-0.58965,0.99885,0.01087,0.03336,-0.03280,0.18643,-0.88534,-0.31499,
1633433981575779072,0.15625,-1.55989,-0.64180,0.99885,0.00842,0.03222,-0.03443,0.20467,-0.94333,-0.32764,
1633433981676022016,0.16468,-1.70771,-0.69314,0.99882,0.00630,0.03176,-0.03611,0.22265,-0.99441,-0.33685,
1633433981776297984,0.17453,-1.85796,-0.74506,0.99878,0.00469,0.03135,-0.03779,0.24180,-1.04272,-0.34827,
1633433981876539904,0.18690,-2.00895,-0.79706,0.99873,0.00353,0.03111,-0.03946,0.26381,-1.08676,-0.35559,
1633433981976784896,0.20188,-2.15387,-0.84616,0.99866,0.00254,0.03134,-0.04118,0.28609,-1.11646,-0.35589,
1633433982077060864,0.21681,-2.31438,-0.89935,0.99858,0.00092,0.03173,-0.04282,0.31130,-1.16191,-0.36915,
1633433982177306880,0.23259,-2.47698,-0.95272,0.99848,-0.00056,0.03257,-0.04448,0.33828,-1.20365,-0.37709,
1633433982277545984,0.25196,-2.63950,-1.00493,0.99836,-0.00168,0.03368,-0.04616,0.36522,-1.23507,-0.37941,
1633433982377821952,0.27355,-2.80390,-1.05578,0.99826,-0.00300,0.03428,-0.04779,0.39106,-1.27339,-0.38782,
1633433982478068224,0.29774,-2.97024,-1.10533,0.99818,-0.00425,0.03418,-0.04946,0.42052,-1.29611,-0.38508,
1633433982578339072,0.32688,-3.13446,-1.15364,0.99812,-0.00514,0.03340,-0.05109,0.45536,-1.30430,-0.38275,
1633433982678585088,0.36035,-3.29691,-1.20098,0.99806,-0.00633,0.03249,-0.05267,0.48916,-1.31599,-0.38251,
1633433982778827008,0.39755,-3.45878,-1.24805,0.99799,-0.00766,0.03190,-0.05419,0.52568,-1.33941,-0.37957,
1633433982879100928,0.43930,-3.62135,-1.29330,0.99791,-0.00913,0.03150,-0.05576,0.56268,-1.36759,-0.37412,
1633433982979348992,0.48862,-3.78593,-1.33575,0.99785,-0.01105,0.02999,-0.05728,0.60331,-1.43470,-0.37644,
1633433983079588864,0.54224,-3.95840,-1.37750,0.99778,-0.01333,0.02819,-0.05890,0.63887,-1.53661,-0.37786,
1633433983179863808,0.59960,-4.13665,-1.41843,0.99768,-0.01473,0.02723,-0.06067,0.67420,-1.61924,-0.35537,
1633433983280112128,0.65930,-4.31977,-1.45645,0.99758,-0.01488,0.02662,-0.06252,0.71383,-1.65688,-0.33983,
1633433983380336896,0.72481,-4.49993,-1.49358,0.99747,-0.01439,0.02650,-0.06435,0.76551,-1.66271,-0.34743,
1633433983480611072,0.79521,-4.67948,-1.52952,0.99737,-0.01421,0.02630,-0.06606,0.81774,-1.66984,-0.32694,
1633433983580854784,0.86943,-4.85774,-1.56458,0.99724,-0.01411,0.02678,-0.06772,0.86311,-1.68328,-0.30075,
1633433983681097984,0.94825,-5.03653,-1.59872,0.99711,-0.01435,0.02740,-0.06934,0.90407,-1.72367,-0.29606,
1633433983781372928,0.96959,-5.23426,-1.64731,0.99701,-0.01251,0.02796,-0.07097,0.85277,-1.81838,-0.31799,
1633433983881618944,1.08993,-5.41094,-1.67451,0.99677,-0.01479,0.03081,-0.07272,0.94676,-1.85324,-0.30144,
1633433983981890048,1.19191,-5.60174,-1.70087,0.99663,-0.01474,0.03051,-0.07474,1.00816,-1.87622,-0.28975,
1633433984082137088,1.29210,-5.79751,-1.72871,0.99649,-0.01428,0.02996,-0.07679,1.06671,-1.88218,-0.28578,
1633433984182380032,1.39680,-5.99359,-1.75746,0.99636,-0.01381,0.02944,-0.07875,1.12400,-1.88765,-0.28297,
