1633433981475537152,0.13726,-1.46548,-0.60861,0.99894,0.00859,0.03129,-0.03273,
1633433981575779072,0.14384,-1.60806,-0.65896,0.99891,0.00644,0.03087,-0.03438,
1633433981676022016,0.15182,-1.75341,-0.70987,0.99887,0.00487,0.03053,-0.03606,
1633433981776297984,0.16219,-1.89999,-0.76095,0.99883,0.00371,0.03014,-0.03776,
1633433981876539904,0.17494,-2.04175,-0.80978,0.99876,0.00269,0.03036,-0.03943,
1633433981976784896,0.18742,-2.19788,-0.86217,0.99868,0.00117,0.03083,-0.04116,
1633433982077060864,0.20076,-2.35616,-0.91445,0.99858,-0.00033,0.03173,-0.04277,
1633433982177306880,0.21742,-2.51521,-0.96643,0.99847,-0.00162,0.03290,-0.04444,
1633433982277545984,0.23646,-2.67615,-1.01666,0.99836,-0.00283,0.03368,-0.04611,
1633433982377821952,0.25797,-2.83933,-1.06605,0.99829,-0.00426,0.03344,-0.04773,
1633433982478068224,0.28368,-3.00240,-1.11480,0.99823,-0.00534,0.03260,-0.04940,
1633433982578339072,0.31376,-3.16416,-1.16217,0.99817,-0.00631,0.03183,-0.05104,
1633433982678585088,0.34742,-3.32432,-1.20945,0.99810,-0.00729,0.03134,-0.05263,
1633433982778827008,0.38534,-3.48443,-1.25514,0.99802,-0.00862,0.03084,-0.05415,
1633433982879100928,0.43047,-3.64469,-1.29804,0.99796,-0.01013,0.02953,-0.05574,
1633433982979348992,0.48033,-3.80839,-1.33934,0.99791,-0.01214,0.02746,-0.05727,
1633433983079588864,0.53417,-3.97713,-1.38135,0.99782,-0.01418,0.02631,-0.05890,
1633433983179863808,0.59038,-4.15426,-1.42173,0.99771,-0.01545,0.02564,-0.06066,
1633433983280112128,0.65127,-4.33285,-1.45911,0.99760,-0.01534,0.02554,-0.06251,
1633433983380336896,0.71632,-4.51171,-1.49542,0.99749,-0.01487,0.02550,-0.06434,
1633433983480611072,0.78580,-4.68929,-1.53295,0.99738,-0.01430,0.02588,-0.06604,
1633433983580854784,0.86018,-4.86559,-1.56871,0.99725,-0.01389,0.02673,-0.06771,
1633433983681097984,0.88634,-5.05506,-1.61521,0.99715,-0.01176,0.02727,-0.06934,
1633433983781372928,0.99747,-5.22740,-1.64384,0.99693,-0.01426,0.03011,-0.07087,
1633433983881618944,1.09373,-5.41419,-1.67145,0.99680,-0.01487,0.02965,-0.07275,
1633433983981890048,1.18836,-5.60867,-1.69999,0.99666,-0.01499,0.02914,-0.07476,
1633433984082137088,1.28731,-5.80423,-1.72868,0.99652,-0.01441,0.02890,-0.07681,
1633433984182380032,1.39101,-5.99858,-1.75456,0.99640,-0.01421,0.02786,-0.07876,
1633433984282657024,1.50925,-6.19212,-1.77777,0.99627,-0.01465,0.02725,-0.08056,
1633433984416326912,1.64224,-6.46258,-1.82157,0.99606,-0.01336,0.02820,-0.08299,
1633433984483154176,1.71978,-6.59654,-1.84251,0.99593,-0.01313,0.02918,-0.08427,
1633433984583425024,1.85054,-6.79958,-1.86636,0.99574,-0.01352,0.02974,-0.08627,
1633433984683665920,1.98794,-7.00850,-1.88809,0.99555,-0.01363,0.03002,-0.08825,
1633433984783915008,2.12917,-7.22251,-1.91026,0.99539,-0.01330,0.02993,-0.09016,
1633433984884182016,2.27490,-7.43979,-1.93221,0.99523,-0.01281,0.02961,-0.09206,
1633433984984428800,2.42418,-7.66074,-1.95271,0.99505,-0.01245,0.02948,-0.09405,
1633433985084672000,2.58124,-7.88082,-1.97518,0.99487,-0.01177,0.02955,-0.09599,
1633433985184948992,2.74156,-8.10391,-1.99859,0.99471,-0.01102,0.02950,-0.09777,
1633433985285191168,2.90031,-8.33197,-2.02631,0.99456,-0.00981,0.02917,-0.09953,
1633433985385466112,3.09133,-8.54962,-2.03941,0.99438,-0.01071,0.02880,-0.10128,
1633433985485709056,3.28130,-8.77832,-2.05574,0.99421,-0.01087,0.02798,-0.10322,
1633433985585954048,3.47675,-9.01398,-2.07345,0.99402,-0.01099,0.02717,-0.10520,
1633433985686230016,3.67801,-9.25668,-2.09076,0.99382,-0.01089,0.02651,-0.10720,
1633433985786475008,3.88559,-9.50518,-2.10649,0.99363,-0.01053,0.02579,-0.10922,
1633433985886717184,4.10916,-9.75137,-2.11709,0.99342,-0.01056,0.02513,-0.11123,
