1633434040998449152,0.02076,-0.02003,0.00513,0.99998,-0.00049,0.00475,-0.00269,
1633434041198067968,0.02156,-0.02075,0.00522,0.99999,-0.00097,0.00467,-0.00238,
1633434041398345984,0.02238,-0.02141,0.00498,0.99999,-0.00123,0.00443,-0.00215,
1633434041598448896,0.02303,-0.02248,0.00518,0.99999,-0.00109,0.00390,-0.00192,
1633434041897005056,0.02452,-0.02401,0.00547,0.99999,-0.00084,0.00340,-0.00207,
1633434042097654016,0.02545,-0.02502,0.00556,0.99999,-0.00058,0.00269,-0.00211,
1633434042398902784,0.02682,-0.02673,0.00626,1.00000,0.00080,0.00199,-0.00207,
1633434042697218816,0.02839,-0.02837,0.00633,1.00000,0.00171,0.00125,-0.00214,
1633434042999614976,0.02984,-0.03001,0.00648,0.99999,0.00257,0.00001,-0.00222,
1633434043198863872,0.03067,-0.03106,0.00683,0.99999,0.00355,-0.00090,-0.00184,
1633434043497401856,0.03168,-0.03261,0.00740,0.99999,0.00470,-0.00102,-0.00093,
1633434043799649024,0.03271,-0.03408,0.00758,0.99999,0.00489,-0.00142,-0.00017,
1633434044097985024,0.03397,-0.03548,0.00809,0.99999,0.00518,-0.00177,0.00000,
1633434044399250944,0.03494,-0.03680,0.00873,0.99998,0.00526,-0.00245,0.00037,
1633434044697895936,0.03601,-0.03823,0.00920,0.99998,0.00480,-0.00308,0.00066,
1633434044899819008,0.03718,-0.03924,0.00912,0.99999,0.00416,-0.00336,0.00051,
1633434045200614912,0.03866,-0.04097,0.00960,0.99998,0.00504,-0.00418,0.00074,
1633434045498078976,0.03977,-0.04267,0.01014,0.99997,0.00588,-0.00445,0.00148,
1633434045799357952,0.04108,-0.04407,0.01013,0.99997,0.00522,-0.00517,0.00132,
1633434046098582016,0.04233,-0.04569,0.01024,0.99997,0.00459,-0.00597,0.00131,
1633434046400381952,0.04365,-0.04725,0.01074,0.99997,0.00454,-0.00608,0.00141,
1633434046698311936,0.04503,-0.04895,0.01140,0.99997,0.00486,-0.00577,0.00159,
1633434047000488960,0.04611,-0.05077,0.01261,0.99996,0.00608,-0.00687,0.00195,
1633434047297638912,0.04727,-0.05260,0.01347,0.99994,0.00678,-0.00865,0.00201,
1633434047598696960,0.04851,-0.05440,0.01379,0.99993,0.00658,-0.00992,0.00190,
1633434047800556800,0.04910,-0.05566,0.01387,0.99993,0.00548,-0.01069,0.00192,
1633434048097417984,0.05036,-0.05746,0.01410,0.99995,0.00394,-0.00953,0.00176,
1633434048297957888,0.05129,-0.05834,0.01403,0.99996,0.00299,-0.00877,0.00186,
1633434048600550912,0.05266,-0.05997,0.01480,0.99997,0.00297,-0.00726,0.00193,
1633434048799614976,0.05351,-0.06119,0.01563,0.99997,0.00385,-0.00638,0.00225,
1633434048997873152,0.05434,-0.06244,0.01664,0.99996,0.00504,-0.00675,0.00237,
1633434049296715008,0.05591,-0.06418,0.01665,0.99996,0.00468,-0.00697,0.00221,
1633434049599770112,0.05789,-0.06576,0.01606,0.99997,0.00343,-0.00734,0.00122,
1633434049897913088,0.05999,-0.06752,0.01639,0.99997,0.00418,-0.00612,0.00060,
1633434050199825920,0.06152,-0.06927,0.01744,0.99997,0.00551,-0.00495,0.00073,
1633434050498205952,0.06312,-0.07094,0.01828,0.99997,0.00568,-0.00510,0.00030,
1633434050799105792,0.06480,-0.07258,0.01864,0.99997,0.00464,-0.00553,-0.00033,
1633434051097184000,0.06652,-0.07429,0.01898,0.99998,0.00388,-0.00551,-0.00084,
1633434051297236992,0.06738,-0.07538,0.01934,0.99997,0.00362,-0.00619,-0.00094,
1633434051599299840,0.06894,-0.07708,0.01992,0.99997,0.00347,-0.00667,-0.00132,
1633434051897383936,0.07032,-0.07876,0.02022,0.99997,0.00333,-0.00722,-0.00143,
1633434052199070976,0.07191,-0.08054,0.02073,0.99996,0.00376,-0.00777,-0.00179,
1633434052497288960,0.07325,-0.08255,0.02136,0.99996,0.00417,-0.00812,-0.00182,
1633434052799174144,0.07420,-0.08463,0.02206,0.99995,0.00463,-0.00889,-0.00138,
1633434052997569024,0.07502,-0.08596,0.02250,0.99994,0.00437,-0.00977,-0.00170,
1633434053199017984,0.07564,-0.08713,0.02277,0.99994,0.00351,-0.01024,-0.00161,
1633434053399909888,0.07646,-0.08839,0.02320,0.99995,0.00334,-0.00965,-0.00158,
1633434053697442048,0.07761,-0.09009,0.02303,0.99995,0.00190,-0.00966,-0.00168,
1633434053998703104,0.07898,-0.09188,0.02296,0.99995,0.00098,-0.00946,-0.00195,
1633434054200119040,0.07971,-0.09323,0.02351,0.99996,0.00170,-0.00907,-0.00157,
1633434054400008960,0.08026,-0.09440,0.02414,0.99995,0.00229,-0.00917,-0.00138,
1633434054599632128,0.08097,-0.09554,0.02458,0.99995,0.00265,-0.00967,-0.00145,
1633434054799584000,0.08202,-0.09674,0.02481,0.99994,0.00288,-0.01001,-0.00197,
1633434054999489024,0.08288,-0.09795,0.02506,0.99994,0.00323,-0.01033,-0.00201,
1633434055199948032,0.08407,-0.09930,0.02517,0.99994,0.00371,-0.01032,-0.00243,
1633434055399735040,0.08485,-0.10053,0.02547,0.99993,0.00427,-0.01108,-0.00235,
1633434055599922944,0.08600,-0.10187,0.02573,0.99992,0.00533,-0.01139,-0.00253,
1633434055799681024,0.08683,-0.10317,0.02606,0.99990,0.00709,-0.01228,-0.00221,
1633434055999931136,0.08790,-0.10448,0.02610,0.99989,0.00807,-0.01221,-0.00217,
1633434056200421120,0.08953,-0.10605,0.02640,0.99987,0.00969,-0.01281,-0.00312,
1633434056398925056,0.09104,-0.10760,0.02692,0.99984,0.01130,-0.01329,-0.00390,
1633434056599483904,0.09292,-0.10920,0.02718,0.99981,0.01259,-0.01374,-0.00524,
1633434056801406976,0.09474,-0.11074,0.02725,0.99979,0.01326,-0.01400,-0.00645,
1633434057001051904,0.09658,-0.11230,0.02768,0.99978,0.01447,-0.01341,-0.00775,
