1633434040998449152,0.02076,-0.02003,0.00513,0.99998,-0.00049,0.00475,-0.00269,
1633434041198067968,0.02156,-0.02075,0.00522,0.99999,-0.00097,0.00467,-0.00238,
1633434041398345984,0.02238,-0.02141,0.00498,0.99999,-0.00123,0.00443,-0.00215,
1633434041598448896,0.02303,-0.02248,0.00518,0.99999,-0.00109,0.00390,-0.00192,
1633434041897005056,0.02452,-0.02401,0.00547,0.99999,-0.00084,0.00340,-0.00207,
1633434042097654016,0.02546,-0.02502,0.00556,0.99999,-0.00060,0.00273,-0.00210,
1633434042398902784,0.02682,-0.02673,0.00626,1.00000,0.00078,0.00202,-0.00207,
1633434042697218816,0.02839,-0.02836,0.00633,1.00000,0.00168,0.00127,-0.00213,
1633434042999614976,0.02984,-0.03000,0.00648,0.99999,0.00254,0.00002,-0.00222,
1633434043198863872,0.03067,-0.03106,0.00683,0.99999,0.00353,-0.00089,-0.00184,
1633434043497401856,0.03168,-0.03260,0.00740,0.99999,0.00468,-0.00101,-0.00093,
1633434043799649024,0.03271,-0.03407,0.00758,0.99999,0.00488,-0.00141,-0.00016,
1633434044097985024,0.03398,-0.03547,0.00809,0.99999,0.00517,-0.00175,0.00000,
1633434044399250944,0.03494,-0.03679,0.00873,0.99998,0.00525,-0.00242,0.00037,
1633434044697895936,0.03601,-0.03822,0.00920,0.99998,0.00479,-0.00304,0.00066,
1633434044899819008,0.03719,-0.03923,0.00912,0.99999,0.00416,-0.00332,0.00051,
1633434045200614912,0.03867,-0.04096,0.00960,0.99998,0.00506,-0.00415,0.00074,
1633434045498078976,0.03978,-0.04265,0.01014,0.99997,0.00590,-0.00443,0.00148,
1633434045799357952,0.04109,-0.04405,0.01013,0.99997,0.00526,-0.00515,0.00132,
1633434046098582016,0.04234,-0.04568,0.01024,0.99997,0.00462,-0.00594,0.00131,
1633434046400381952,0.04367,-0.04723,0.01073,0.99997,0.00458,-0.00606,0.00141,
1633434046698311936,0.04505,-0.04893,0.01139,0.99997,0.00490,-0.00575,0.00159,
1633434047000488960,0.04613,-0.05075,0.01261,0.99996,0.00612,-0.00684,0.00195,
1633434047297638912,0.04730,-0.05257,0.01347,0.99994,0.00683,-0.00861,0.00201,
1633434047598696960,0.04854,-0.05437,0.01379,0.99993,0.00662,-0.00986,0.00190,
1633434047800556800,0.04913,-0.05563,0.01386,0.99993,0.00552,-0.01062,0.00192,
1633434048097417984,0.05040,-0.05743,0.01410,0.99995,0.00397,-0.00946,0.00176,
1633434048297957888,0.05133,-0.05831,0.01402,0.99996,0.00303,-0.00871,0.00186,
1633434048600550912,0.05270,-0.05993,0.01480,0.99997,0.00303,-0.00722,0.00193,
1633434048799614976,0.05356,-0.06115,0.01563,0.99997,0.00392,-0.00635,0.00225,
1633434048997873152,0.05440,-0.06240,0.01664,0.99996,0.00515,-0.00668,0.00237,
1633434049296715008,0.05597,-0.06414,0.01665,0.99996,0.00478,-0.00689,0.00221,
1633434049599770112,0.05795,-0.06572,0.01606,0.99997,0.00353,-0.00725,0.00122,
1633434049897913088,0.06006,-0.06747,0.01639,0.99997,0.00428,-0.00602,0.00060,
1633434050199825920,0.06159,-0.06922,0.01744,0.99997,0.00560,-0.00486,0.00073,
1633434050498205952,0.06320,-0.07089,0.01829,0.99997,0.00573,-0.00503,0.00030,
1633434050799105792,0.06488,-0.07252,0.01864,0.99997,0.00470,-0.00547,-0.00034,
1633434051097184000,0.06660,-0.07423,0.01898,0.99998,0.00394,-0.00545,-0.00084,
1633434051297236992,0.06746,-0.07532,0.01934,0.99997,0.00368,-0.00613,-0.00094,
1633434051599299840,0.06902,-0.07701,0.01992,0.99997,0.00354,-0.00660,-0.00132,
1633434051897383936,0.07041,-0.07869,0.02022,0.99997,0.00339,-0.00714,-0.00143,
1633434052199070976,0.07200,-0.08047,0.02074,0.99996,0.00381,-0.00768,-0.00179,
1633434052497288960,0.07334,-0.08248,0.02137,0.99996,0.00422,-0.00802,-0.00182,
1633434052799174144,0.07430,-0.08456,0.02206,0.99995,0.00467,-0.00875,-0.00138,
1633434052997569024,0.07513,-0.08589,0.02251,0.99994,0.00442,-0.00960,-0.00170,
1633434053199017984,0.07575,-0.08706,0.02277,0.99994,0.00362,-0.01004,-0.00161,
1633434053399909888,0.07658,-0.08832,0.02320,0.99995,0.00343,-0.00943,-0.00158,
1633434053697442048,0.07773,-0.09001,0.02302,0.99995,0.00197,-0.00941,-0.00168,
1633434053998703104,0.07911,-0.09179,0.02296,0.99996,0.00100,-0.00917,-0.00195,
1633434054200119040,0.07985,-0.09314,0.02351,0.99996,0.00171,-0.00875,-0.00157,
1633434054400008960,0.08040,-0.09431,0.02414,0.99996,0.00228,-0.00883,-0.00139,
1633434054599632128,0.08111,-0.09544,0.02457,0.99995,0.00263,-0.00931,-0.00145,
1633434054799584000,0.08216,-0.09664,0.02481,0.99995,0.00289,-0.00988,-0.00198,
1633434054999489024,0.08302,-0.09785,0.02505,0.99994,0.00320,-0.01021,-0.00202,
1633434055199948032,0.08421,-0.09919,0.02517,0.99994,0.00365,-0.01019,-0.00243,
1633434055399735040,0.08500,-0.10043,0.02548,0.99993,0.00419,-0.01095,-0.00236,
1633434055599922944,0.08614,-0.10177,0.02573,0.99992,0.00524,-0.01125,-0.00253,
1633434055799681024,0.08697,-0.10307,0.02607,0.99990,0.00700,-0.01221,-0.00222,
1633434055999931136,0.08804,-0.10438,0.02611,0.99989,0.00800,-0.01219,-0.00217,
1633434056200421120,0.08967,-0.10595,0.02642,0.99987,0.00964,-0.01285,-0.00312,
1633434056398925056,0.09119,-0.10750,0.02694,0.99984,0.01127,-0.01335,-0.00390,
1633434056599483904,0.09307,-0.10910,0.02720,0.99981,0.01256,-0.01381,-0.00523,
1633434056801406976,0.09490,-0.11064,0.02727,0.99979,0.01322,-0.01408,-0.00644,
1633434057001051904,0.09674,-0.11219,0.02770,0.99977,0.01443,-0.01349,-0.00775,
