1633433988290402048 1.29547 0.20692 0.26618 -0.02672 0.04006 -0.10754 0.99303
1633433988692788992 1.38664 0.20819 0.26818 -0.02784 0.04368 -0.11506 0.99201
1633433989090702080 1.47090 0.21247 0.28068 -0.02831 0.04670 -0.12262 0.99095
1633433989490341888 1.55409 0.21442 0.28454 -0.02966 0.04963 -0.12990 0.98984
1633433989890820096 1.64164 0.21468 0.28783 -0.02958 0.05428 -0.13732 0.98860
1633433990291051008 1.72381 0.21749 0.29282 -0.03214 0.05575 -0.14505 0.98733
1633433990690497024 1.80843 0.21636 0.29371 -0.03406 0.05637 -0.15215 0.98616
1633433991190808064 1.90181 0.21379 0.30506 -0.03221 0.05823 -0.15900 0.98503
1633433991792005120 2.00817 0.20724 0.31049 -0.02703 0.05989 -0.16630 0.98388
1633433992690882048 2.14178 0.20296 0.31601 -0.03100 0.05719 -0.17307 0.98276
1633433993790350848 2.29099 0.20304 0.31099 -0.03469 0.05860 -0.17752 0.98176
1633433995391155968 2.50148 0.19944 0.31218 -0.04286 0.06570 -0.17842 0.98082
1633433996691662080 2.67357 0.19005 0.32576 -0.04420 0.06710 -0.17559 0.98118
1633434008594461952 2.72167 0.18640 0.30988 -0.03873 0.06333 -0.17701 0.98141
1633434010793806080 2.93812 0.17546 0.32262 -0.04174 0.06356 -0.18084 0.98057
1633434011393978112 3.07261 0.16183 0.32258 -0.04292 0.06710 -0.18607 0.97930
1633434011794588160 3.16659 0.14903 0.31981 -0.04005 0.06833 -0.19307 0.97798
1633434012292322048 3.30929 0.13253 0.32269 -0.04113 0.06738 -0.20053 0.97650
1633434012693447168 3.44795 0.10727 0.32277 -0.03659 0.07043 -0.20877 0.97474
1633434012994572032 3.57019 0.08496 0.32121 -0.03594 0.07643 -0.21602 0.97273
1633434013293549056 3.69327 0.06093 0.31905 -0.03572 0.07862 -0.22502 0.97052
1633434013595159040 3.82318 0.03171 0.32193 -0.03376 0.08105 -0.23574 0.96784
1633434013795074816 3.92083 0.00434 0.31913 -0.03195 0.08524 -0.24222 0.96594
1633434014093811968 4.05762 -0.03284 0.32252 -0.02938 0.09151 -0.25160 0.96305
1633434014395169024 4.19410 -0.07678 0.32918 -0.02187 0.09388 -0.26106 0.96050
1633434014693916928 4.32475 -0.11677 0.33438 -0.02132 0.09333 -0.27018 0.95804
1633434014995023872 4.45934 -0.16102 0.33687 -0.01989 0.09449 -0.27879 0.95549
1633434015294033152 4.59421 -0.20850 0.33420 -0.01629 0.09368 -0.28762 0.95301
1633434015595771904 4.73461 -0.25490 0.32988 -0.01673 0.09361 -0.29620 0.95038
1633434015894000896 4.88268 -0.31026 0.32248 -0.01188 0.09420 -0.30441 0.94780
1633434016196141056 5.04401 -0.37083 0.31445 -0.01297 0.09736 -0.31181 0.94505
1633434016494541824 5.21184 -0.43100 0.30656 -0.01441 0.09842 -0.31870 0.94262
1633434016795805952 5.39186 -0.49899 0.29610 -0.01367 0.10180 -0.32367 0.94058
1633434017094875136 5.58062 -0.57021 0.28621 -0.01458 0.10630 -0.32793 0.93859
1633434017396614912 5.78780 -0.65075 0.27503 -0.01097 0.10950 -0.33227 0.93674
1633434017692843008 6.00107 -0.73463 0.26279 -0.01058 0.11267 -0.33605 0.93502
1633434017994836992 6.23114 -0.82724 0.24710 -0.00810 0.11725 -0.33893 0.93344
1633434018293185024 6.46471 -0.92390 0.23579 -0.00684 0.12217 -0.34185 0.93175
1633434018594870016 6.71185 -1.02606 0.22791 -0.00496 0.12604 -0.34403 0.93045
1633434018995060992 7.02639 -1.17121 0.23213 -0.00587 0.12124 -0.34832 0.92948
1633434019293220096 7.26429 -1.27928 0.23980 -0.00751 0.11825 -0.35166 0.92860
1633434019595744000 7.50565 -1.38643 0.23783 -0.00936 0.11464 -0.35493 0.92779
1633434019893435904 7.74803 -1.49539 0.23849 -0.00961 0.10909 -0.35936 0.92675
1633434020196569088 8.00092 -1.60674 0.23567 -0.00982 0.10834 -0.36304 0.92540
1633434020492625920 8.24704 -1.72553 0.23556 -0.01153 0.11135 -0.36680 0.92354
1633434020794536192 8.49690 -1.84891 0.23770 -0.01418 0.11298 -0.37177 0.92132
1633434021094008832 8.74919 -1.97869 0.24440 -0.01567 0.11422 -0.37778 0.91869
1633434021395579136 8.99626 -2.10986 0.25046 -0.01922 0.11502 -0.38405 0.91592
1633434021692884992 9.24606 -2.24650 0.25918 -0.02206 0.11343 -0.39177 0.91278
1633434021892723968 9.42061 -2.34256 0.26102 -0.02301 0.11080 -0.39703 0.91080
1633434022196108032 9.67674 -2.49503 0.26509 -0.02071 0.10964 -0.40499 0.90749
