1633433979570681088,-0.01572 -0.38629 -0.19052 0.00807 0.00250 -0.01683 0.99982
1633433979637501952,-0.01591 -0.48874 -0.19253 0.00887 0.00406 -0.01821 0.99979
1633433979670928128,-0.01714 -0.50777 -0.19774 0.00899 0.00474 -0.01880 0.99977
1633433979771203072,-0.01945 -0.53948 -0.21549 0.00839 0.00609 -0.02043 0.99974
1633433979871446016,-0.02575 -0.59673 -0.23212 0.00745 0.00721 -0.02216 0.99970
1633433979971687168,-0.03050 -0.65476 -0.24683 0.00789 0.00731 -0.02387 0.99966
1633433980071960064,-0.03347 -0.69384 -0.26329 0.00807 0.00762 -0.02560 0.99961
1633433980172209152,-0.04015 -0.75577 -0.27570 0.00675 0.00841 -0.02754 0.99956
1633433980239059968,-0.04168 -0.78747 -0.28474 0.00615 0.00976 -0.02871 0.99952
1633433980339302144,-0.04917 -0.85511 -0.29669 0.00581 0.01224 -0.03046 0.99944
1633433980439544064,-0.05583 -0.91021 -0.30883 0.00589 0.01512 -0.03217 0.99935
1633433980539817984,-0.05940 -0.95480 -0.32130 0.00460 0.01859 -0.03388 0.99924
1633433980640064000,-0.06551 -1.02740 -0.33341 0.00350 0.01990 -0.03557 0.99916
1633433980740307968,-0.07194 -1.08530 -0.34481 0.00287 0.02346 -0.03724 0.99903
1633433980773734144,-0.07447 -1.12457 -0.34689 0.00218 0.02474 -0.03781 0.99898
1633433980873976832,-0.07557 -1.17597 -0.35881 0.00334 0.02793 -0.03945 0.99883
1633433980940825088,-0.08349 -1.23961 -0.36356 0.00453 0.03071 -0.04045 0.99870
1633433981041070848,-0.08387 -1.29073 -0.37512 0.00371 0.03379 -0.04197 0.99854
1633433981141346816,-0.09256 -1.36986 -0.38588 0.00270 0.03523 -0.04367 0.99842
1633433981241591040,-0.09712 -1.43603 -0.39692 0.00250 0.03613 -0.04545 0.99831
1633433981341833984,-0.10252 -1.50785 -0.40681 -0.00030 0.03656 -0.04709 0.99822
1633433981442116096,-0.10193 -1.55309 -0.41761 0.00016 0.03836 -0.04899 0.99806
1633433981542355968,-0.11659 -1.64778 -0.42501 0.00029 0.03946 -0.05088 0.99792
1633433981642627072,-0.12615 -1.71968 -0.43280 -0.00208 0.04105 -0.05244 0.99778
1633433981676022016,-0.13043 -1.75911 -0.43333 -0.00321 0.04149 -0.05298 0.99773
1633433981776297984,-0.14315 -1.84448 -0.44075 -0.00420 0.04322 -0.05466 0.99756
1633433981876539904,-0.15384 -1.92224 -0.44800 -0.00459 0.04420 -0.05632 0.99742
