1633433979136250880,-0.01742 -0.21405 -0.09851 0.01683 -0.00373 -0.00913 0.99981
1633433979169643008,-0.01883 -0.23400 -0.10608 0.01674 -0.00414 -0.00972 0.99980
1633433979236494080,0.02166 -0.27005 -0.13235 0.01587 -0.00431 -0.01069 0.99981
1633433979269920000,0.01801 -0.28411 -0.13902 0.01513 -0.00357 -0.01126 0.99982
1633433979336737024,0.00052 -0.30309 -0.14969 0.01393 -0.00304 -0.01253 0.99982
1633433979370161920,-0.00280 -0.31706 -0.15617 0.01293 -0.00439 -0.01327 0.99982
1633433979437012992,-0.00635 -0.34221 -0.16836 0.01238 -0.00484 -0.01460 0.99981
1633433979470406912,-0.00692 -0.35567 -0.17436 0.01084 -0.00422 -0.01518 0.99982
1633433979537257984,-0.01429 -0.37513 -0.18418 0.00914 -0.00215 -0.01626 0.99982
1633433979570681088,-0.01789 -0.38520 -0.18959 0.00812 -0.00061 -0.01682 0.99983
1633433979637501952,-0.01765 -0.41093 -0.20298 0.00814 0.00313 -0.01802 0.99980
1633433979670928128,-0.01899 -0.42299 -0.20898 0.00888 0.00440 -0.01857 0.99978
1633433979737785088,-0.02148 -0.44712 -0.22113 0.00899 0.00539 -0.01967 0.99975
1633433979771203072,-0.02296 -0.45913 -0.22725 0.00892 0.00577 -0.02021 0.99974
1633433979838022912,-0.02549 -0.48302 -0.23894 0.00843 0.00678 -0.02137 0.99971
1633433979871446016,-0.02716 -0.49511 -0.24539 0.00786 0.00722 -0.02192 0.99970
1633433979938262016,-0.02995 -0.51897 -0.25708 0.00749 0.00785 -0.02303 0.99968
1633433979971687168,-0.03173 -0.53121 -0.26306 0.00752 0.00774 -0.02357 0.99966
1633433980038537984,-0.03452 -0.55484 -0.27420 0.00797 0.00786 -0.02470 0.99963
1633433980071960064,-0.03593 -0.56658 -0.27990 0.00828 0.00794 -0.02526 0.99962
1633433980138782976,-0.03839 -0.59008 -0.29133 0.00810 0.00821 -0.02653 0.99958
1633433980172209152,-0.04005 -0.60166 -0.29626 0.00788 0.00801 -0.02716 0.99957
1633433980239059968,-0.04304 -0.62420 -0.30592 0.00678 0.00901 -0.02834 0.99953
1633433980272452096,-0.04486 -0.63567 -0.31072 0.00615 0.01005 -0.02886 0.99951
1633433980339302144,-0.04736 -0.65896 -0.32089 0.00583 0.01162 -0.03002 0.99946
1633433980372726016,-0.04915 -0.67050 -0.32563 0.00575 0.01255 -0.03060 0.99944
1633433980439544064,-0.05208 -0.69341 -0.33552 0.00583 0.01392 -0.03174 0.99938
1633433980472968960,-0.05461 -0.70411 -0.33984 0.00580 0.01547 -0.03227 0.99934
1633433980539817984,-0.05733 -0.72680 -0.34938 0.00515 0.01744 -0.03338 0.99928
1633433980573219072,-0.05934 -0.73765 -0.35354 0.00452 0.01897 -0.03392 0.99923
1633433980640064000,-0.05970 -0.76203 -0.36405 0.00431 0.01972 -0.03505 0.99918
1633433980673489920,-0.06081 -0.77407 -0.36910 0.00346 0.02023 -0.03558 0.99916
1633433980740307968,-0.06324 -0.79647 -0.37888 0.00288 0.02180 -0.03667 0.99909
1633433980773734144,-0.06521 -0.80665 -0.38292 0.00282 0.02382 -0.03722 0.99902
1633433980840583936,-0.06615 -0.83102 -0.39226 0.00203 0.02544 -0.03831 0.99894
1633433980873976832,-0.06752 -0.84181 -0.39635 0.00254 0.02721 -0.03881 0.99887
1633433980940825088,-0.06711 -0.86680 -0.40571 0.00316 0.02862 -0.03979 0.99879
1633433981007675904,-0.06940 -0.88809 -0.41389 0.00427 0.03144 -0.04078 0.99866
1633433981041070848,-0.06957 -0.89935 -0.41834 0.00430 0.03330 -0.04127 0.99858
1633433981074496000,-0.06932 -0.91228 -0.42301 0.00355 0.03416 -0.04180 0.99854
1633433981141346816,-0.07028 -0.93526 -0.43261 0.00345 0.03440 -0.04292 0.99848
1633433981174772992,-0.07086 -0.94788 -0.43735 0.00259 0.03551 -0.04348 0.99842
1633433981241591040,-0.07011 -0.97004 -0.44704 0.00235 0.03633 -0.04464 0.99834
1633433981275013888,-0.07106 -0.98074 -0.45142 0.00242 0.03634 -0.04519 0.99831
1633433981341833984,-0.07195 -1.00543 -0.45989 0.00079 0.03634 -0.04630 0.99827
1633433981375261184,-0.07205 -1.01827 -0.46425 -0.00037 0.03677 -0.04685 0.99822
1633433981442116096,-0.07344 -1.04103 -0.47259 -0.00021 0.03802 -0.04816 0.99812
1633433981475537152,-0.07364 -1.05173 -0.47651 0.00009 0.03864 -0.04878 0.99806
1633433981542355968,-0.07494 -1.07335 -0.48504 0.00068 0.03910 -0.05004 0.99798
1633433981575779072,-0.07586 -1.08377 -0.48864 0.00016 0.03976 -0.05055 0.99793
1633433981642627072,-0.07932 -1.10479 -0.49595 -0.00088 0.04107 -0.05162 0.99782
1633433981676022016,-0.08008 -1.11693 -0.49954 -0.00225 0.04132 -0.05208 0.99779
1633433981742872064,-0.08280 -1.13940 -0.50687 -0.00350 0.04203 -0.05317 0.99769
1633433981776297984,-0.08311 -1.15153 -0.51089 -0.00427 0.04252 -0.05367 0.99764
1633433981843117056,-0.08587 -1.17302 -0.51814 -0.00441 0.04379 -0.05478 0.99753
1633433981876539904,-0.08682 -1.18419 -0.52164 -0.00454 0.04404 -0.05530 0.99749
1633433981943388928,-0.08911 -1.20533 -0.52868 -0.00470 0.04478 -0.05653 0.99739
1633433981976784896,-0.09083 -1.21627 -0.53182 -0.00545 0.04484 -0.05711 0.99735
1633433982043634944,-0.09318 -1.23672 -0.53861 -0.00564 0.04527 -0.05827 0.99726
1633433982077060864,-0.09421 -1.24837 -0.54174 -0.00676 0.04515 -0.05873 0.99723
1633433982143878912,-0.09578 -1.26928 -0.54854 -0.00745 0.04608 -0.05987 0.99711
1633433982177306880,-0.09703 -1.28015 -0.55148 -0.00826 0.04701 -0.06038 0.99703
1633433982244151040,-0.09859 -1.30157 -0.55776 -0.00902 0.04786 -0.06141 0.99692
1633433982277545984,-0.09948 -1.31181 -0.56092 -0.00962 0.04832 -0.06187 0.99687
1633433982344398080,-0.10282 -1.33200 -0.56669 -0.01032 0.04965 -0.06279 0.99674
1633433982377821952,-0.10532 -1.34174 -0.56927 -0.01067 0.05062 -0.06330 0.99665
1633433982444640000,-0.10890 -1.36176 -0.57462 -0.01131 0.05155 -0.06440 0.99653
1633433982478068224,-0.10983 -1.37279 -0.57743 -0.01152 0.05090 -0.06500 0.99652
1633433982544914944,-0.11344 -1.39221 -0.58296 -0.01106 0.05125 -0.06619 0.99643
1633433982578339072,-0.11563 -1.40271 -0.58585 -0.01123 0.05072 -0.06674 0.99642
1633433982645159936,-0.11889 -1.42224 -0.59142 -0.01149 0.05062 -0.06788 0.99634
1633433982678585088,-0.12167 -1.43197 -0.59384 -0.01155 0.05069 -0.06853 0.99629
1633433982745404928,-0.12560 -1.45216 -0.59930 -0.01147 0.05036 -0.06975 0.99623
1633433982778827008,-0.12746 -1.46165 -0.60195 -0.01103 0.05022 -0.07034 0.99620
1633433982845675008,-0.13017 -1.48048 -0.60719 -0.01050 0.05041 -0.07169 0.99610
1633433982879100928,-0.13213 -1.48939 -0.60930 -0.01124 0.05045 -0.07213 0.99606
1633433982945921024,-0.13534 -1.50707 -0.61390 -0.01186 0.05162 -0.07332 0.99590
1633433982979348992,-0.13650 -1.51711 -0.61601 -0.01297 0.05179 -0.07373 0.99585
1633433983046194176,-0.13793 -1.53669 -0.62068 -0.01286 0.05315 -0.07486 0.99569
1633433983079588864,-0.13717 -1.54767 -0.62284 -0.01291 0.05390 -0.07536 0.99561
1633433983146443008,-0.13611 -1.57198 -0.62843 -0.01233 0.05498 -0.07654 0.99547
1633433983179863808,-0.13390 -1.58319 -0.63175 -0.01046 0.05617 -0.07721 0.99538
1633433983246681856,-0.13154 -1.60822 -0.63849 -0.00908 0.05719 -0.07856 0.99523
1633433983280112128,-0.13239 -1.62181 -0.64151 -0.01065 0.05735 -0.07920 0.99515
1633433983346940160,-0.12963 -1.64803 -0.64819 -0.01143 0.05606 -0.08090 0.99508
1633433983380336896,-0.13186 -1.66006 -0.65028 -0.01312 0.05939 -0.08160 0.99481
1633433983447185920,-0.12798 -1.68601 -0.65698 -0.01330 0.05735 -0.08327 0.99479
1633433983480611072,-0.12981 -1.69863 -0.65833 -0.01522 0.05852 -0.08378 0.99465
1633433983547430912,-0.12979 -1.71995 -0.66449 -0.01458 0.05836 -0.08511 0.99455
1633433983580854784,-0.13345 -1.72604 -0.66747 -0.01248 0.05906 -0.08567 0.99449
1633433983647706112,-0.13290 -1.74196 -0.67443 -0.00953 0.05932 -0.08706 0.99439
1633433983681097984,-0.13460 -1.74804 -0.67723 -0.01003 0.05946 -0.08755 0.99433
1633433983747948032,-0.13823 -1.76487 -0.68122 -0.01085 0.06194 -0.08858 0.99408
1633433983781372928,-0.13737 -1.77220 -0.68380 -0.01030 0.06233 -0.08913 0.99401
1633433983848193024,-0.13843 -1.79085 -0.68747 -0.01034 0.06508 -0.08991 0.99377
1633433983881618944,-0.13749 -1.80111 -0.68917 -0.01163 0.06641 -0.09031 0.99363
1633433983948470016,-0.13631 -1.81787 -0.69335 -0.01156 0.06770 -0.09145 0.99344
1633433983981890048,-0.13711 -1.82928 -0.69456 -0.01280 0.06901 -0.09207 0.99328
1633433984048716032,-0.13684 -1.85182 -0.69916 -0.01386 0.06846 -0.09338 0.99318
1633433984082137088,-0.13722 -1.86347 -0.70201 -0.01466 0.06863 -0.09400 0.99310
1633433984148956160,-0.13638 -1.88525 -0.70744 -0.01658 0.06737 -0.09547 0.99301
1633433984182380032,-0.13725 -1.89651 -0.71024 -0.01670 0.06756 -0.09609 0.99294
1633433984249233920,-0.13898 -1.91927 -0.71519 -0.01748 0.06748 -0.09763 0.99278
1633433984282657024,-0.13978 -1.93063 -0.71803 -0.01710 0.06578 -0.09835 0.99283
1633433984349478912,-0.14230 -1.95140 -0.72342 -0.01626 0.06610 -0.09987 0.99267
1633433984416326912,-0.14308 -1.97156 -0.72943 -0.01532 0.06557 -0.10147 0.99256
1633433984449750784,-0.14568 -1.98006 -0.73179 -0.01501 0.06618 -0.10213 0.99245
1633433984483154176,-0.14538 -1.98927 -0.73465 -0.01474 0.06616 -0.10277 0.99239
1633433984549995776,-0.14562 -2.01027 -0.73952 -0.01495 0.06641 -0.10404 0.99224
1633433984583425024,-0.14569 -2.02039 -0.74162 -0.01541 0.06727 -0.10456 0.99212
1633433984650242048,-0.14617 -2.04072 -0.74553 -0.01578 0.06856 -0.10593 0.99188
1633433984683665920,-0.14633 -2.05135 -0.74735 -0.01630 0.06872 -0.10662 0.99179
1633433984750514944,-0.14734 -2.07352 -0.75113 -0.01772 0.06906 -0.10803 0.99159
1633433984783915008,-0.14804 -2.08476 -0.75315 -0.01840 0.06899 -0.10870 0.99151
1633433984850760960,-0.14904 -2.10680 -0.75791 -0.01905 0.06875 -0.11021 0.99134
1633433984884182016,-0.15086 -2.11794 -0.75988 -0.01943 0.06887 -0.11085 0.99126
1633433984951003904,-0.15231 -2.13965 -0.76457 -0.01986 0.06866 -0.11224 0.99111
1633433984984428800,-0.15407 -2.15094 -0.76678 -0.01996 0.06833 -0.11285 0.99106
1633433985051281920,-0.15674 -2.17230 -0.77094 -0.01984 0.06864 -0.11413 0.99089
1633433985084672000,-0.15914 -2.18288 -0.77245 -0.01979 0.06869 -0.11474 0.99082
1633433985151525888,-0.16319 -2.20217 -0.77588 -0.01892 0.06963 -0.11613 0.99061
1633433985184948992,-0.16513 -2.21194 -0.77734 -0.01856 0.06953 -0.11683 0.99054
1633433985251764992,-0.16817 -2.23101 -0.78050 -0.01750 0.07024 -0.11831 0.99034
